Model,Image,Has_Lesion,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice005.png,1,992,959,0.9410558683028929
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice006.png,1,842,842,0.9441805220046433
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice007.png,1,674,684,0.9263622968141662
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice009.png,1,499,502,0.9410589401188222
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice010.png,1,397,407,0.9129353222475929
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice011.png,1,441,473,0.9151047398951436
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice014.png,1,442,458,0.9111111100987654
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice015.png,1,337,382,0.9040333784366712
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice016.png,1,302,319,0.8953301112796617
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice017.png,1,270,265,0.9308411197554372
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice020.png,1,80,86,0.8915662596893599
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice022.png,1,29,21,0.7599999848000003
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice023.png,1,47,48,0.9473684110803325
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice024.png,1,33,38,0.8732394243205716
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice025.png,1,19,30,0.7346938625572681
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice030.png,0,0,1,
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice039.png,0,0,0,
Attention U-Net,RET_Topcon_628be4afa549cfc60031b1450215618b_slice047.png,0,0,0,
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice001.png,0,0,0,
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice006.png,0,0,0,
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice011.png,0,0,0,
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice021.png,1,213,295,0.8898876384496907
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice023.png,1,361,425,0.9039795079157603
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice024.png,1,421,516,0.8648607099400647
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice026.png,1,557,575,0.8823112584416326
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice028.png,1,877,854,0.888670358093637
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice029.png,1,1305,1287,0.9218107430248117
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice031.png,1,1468,1684,0.868135548676155
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice033.png,1,1875,1888,0.9114099362442296
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice034.png,1,1925,2024,0.9081323498118801
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice036.png,1,2400,2439,0.918452677678768
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice037.png,1,2523,2698,0.9216665342203896
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice038.png,1,3199,2919,0.8988674997386437
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice039.png,1,2895,2894,0.9312900135738172
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice043.png,1,4183,3964,0.9265904328541411
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice045.png,1,4747,4470,0.9138574831514288
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice047.png,1,4990,4751,0.9271145149606719
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice048.png,1,5243,4953,0.9183329406933158
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice049.png,1,3929,4054,0.8913335920623477
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice050.png,1,4816,4509,0.893394557343034
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice051.png,1,4856,4844,0.960412371035009
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice052.png,1,5462,5433,0.9543827442905568
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice053.png,1,5274,5285,0.9508476180556068
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice056.png,1,6102,6036,0.9578184214073308
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice057.png,1,6250,6361,0.965506303943739
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice058.png,1,6777,6723,0.9232201714916439
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice059.png,1,5980,6314,0.8194297873556489
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice061.png,1,5945,5907,0.9149293345286416
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice062.png,1,6289,6110,0.9221784793602912
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice063.png,1,6580,6529,0.9497918173449944
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice064.png,1,6505,6404,0.9114512941762992
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice065.png,1,6825,6620,0.9455034608529302
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice067.png,1,6307,6179,0.967323402133003
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice068.png,1,6762,6572,0.9642857142133638
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice070.png,1,7015,6614,0.9554626164094605
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice071.png,1,6415,6453,0.9706248056441852
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice072.png,1,6194,6401,0.9703850733647967
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice073.png,1,7440,7506,0.9757405172915332
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice076.png,1,7884,7790,0.8935906708737631
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice077.png,1,7952,7784,0.8840257968928436
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice078.png,1,7280,7136,0.8375549466198803
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice079.png,1,6742,6727,0.8962064374558845
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice080.png,1,6470,6385,0.9257161553498965
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice081.png,1,6471,6381,0.7837094836011093
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice082.png,1,6101,6036,0.8673485318975729
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice083.png,1,6082,5811,0.9024689297471948
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice084.png,1,5106,5088,0.9232216759640257
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice085.png,1,5286,5064,0.9103792529583861
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice087.png,1,5722,5756,0.9175511055915717
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice088.png,1,5486,5494,0.9286197111539367
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice089.png,1,6082,5529,0.9195128897266638
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice091.png,1,5030,4972,0.932660906452204
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice092.png,1,4905,4948,0.9210725076237415
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice093.png,1,3176,3347,0.9030739559196053
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice094.png,1,2921,3326,0.8923273066821362
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice096.png,1,3913,3797,0.9228801941073306
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice098.png,1,3360,3478,0.9228402885349589
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice100.png,1,3055,3105,0.9146861376687305
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice101.png,1,2820,2939,0.9235612104966986
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice102.png,1,3069,2995,0.9242160147726715
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice103.png,1,3196,2833,0.8651606476451831
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice104.png,1,2324,2379,0.9085585788414379
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice106.png,1,2273,2320,0.9123259462777211
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice107.png,1,2282,2122,0.9098631326394448
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice109.png,1,1819,1848,0.89621800656477
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice112.png,1,1090,1107,0.8811266152420657
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice113.png,1,895,881,0.8710336219142798
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice117.png,0,0,235,
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice118.png,1,87,98,0.8603351907243845
Attention U-Net,RET_Topcon_6a415aca0a1cebc8412615b6ea906727_slice124.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice009.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice019.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice024.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice032.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice043.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice047.png,1,24,27,0.7843137101114959
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice048.png,1,18,36,0.55555554526749
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice050.png,1,93,93,0.5875706181493185
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice051.png,1,111,83,0.7525773157083644
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice052.png,1,135,181,0.7215189850584842
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice053.png,1,166,127,0.7713310553879487
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice054.png,1,172,209,0.7349081345540469
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice055.png,1,215,245,0.7782608678733459
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice057.png,1,476,455,0.8786251333204885
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice061.png,1,742,778,0.9184210520273545
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice062.png,1,927,856,0.9231632075585174
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice063.png,1,895,946,0.9483976094794146
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice065.png,1,969,978,0.9183359009150817
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice066.png,1,1110,1094,0.9237749542088136
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice071.png,1,719,685,0.9373219366543291
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice072.png,1,427,384,0.8606658435750113
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice073.png,1,183,173,0.8426966268463578
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice074.png,1,116,144,0.8095238063114135
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice076.png,1,63,72,0.7703703646639233
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice077.png,1,149,125,0.7647058795415225
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice078.png,1,78,73,0.7814569484671725
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice079.png,1,50,39,0.8089887549551825
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice080.png,1,34,32,0.6363636267217633
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice082.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice093.png,0,0,0,
Attention U-Net,RET_Topcon_6b8b347ce289f864c8ede14da9409f55_slice116.png,0,0,0,
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice007.png,0,0,0,
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice023.png,1,11,12,0.8695651795841226
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice024.png,1,48,47,0.8421052542936289
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice026.png,1,41,55,0.8541666577690974
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice028.png,1,75,70,0.6758620643043995
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice030.png,1,51,63,0.7719298177900893
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice031.png,1,45,48,0.6236559072725172
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice032.png,1,135,138,0.8424908394047955
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice034.png,1,187,150,0.7774480689096497
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice036.png,1,142,183,0.7199999977846154
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice037.png,1,168,183,0.7521367499939124
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice039.png,1,219,246,0.7526881704243266
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice040.png,1,36,140,0.40909090676652893
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice042.png,1,90,105,0.8512820469165023
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice043.png,1,23,28,0.8627450811226455
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice044.png,1,202,203,0.7506172820972413
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice045.png,1,241,281,0.7854406115221444
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice046.png,1,238,240,0.7071129692319812
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice047.png,1,616,648,0.7895569614006669
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice048.png,1,489,533,0.7260273965498754
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice049.png,1,348,449,0.7553324959155175
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice050.png,1,597,772,0.7713659599916975
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice051.png,1,695,778,0.7141887299971563
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice053.png,1,780,981,0.7223168650072022
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice055.png,1,926,1136,0.787584868677214
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice056.png,1,731,1200,0.715078963915444
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice057.png,1,1495,1445,0.833160621473865
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice058.png,1,1282,1345,0.8449612399825732
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice060.png,1,1696,1540,0.8537836406145102
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice062.png,1,2087,2002,0.9111255418947982
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice063.png,1,1563,1677,0.8409996131594514
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice064.png,1,1228,1278,0.828208542812505
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice065.png,1,1546,1693,0.8094860451416935
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice067.png,1,2647,2312,0.8845967106685746
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice068.png,1,1952,2027,0.7841496500120274
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice069.png,1,1491,1719,0.8525210898952145
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice070.png,1,1177,1330,0.8559664112647933
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice071.png,1,1657,1733,0.8857950468807025
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice072.png,1,1317,1697,0.8575335715944977
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice073.png,1,1081,1151,0.8986824166748376
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice074.png,1,1117,1288,0.8228379509559874
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice075.png,1,976,1072,0.843734397981161
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice076.png,1,992,1115,0.8593523437122512
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice077.png,1,813,859,0.797846889474972
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice078.png,1,750,906,0.7822384423465703
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice079.png,1,641,670,0.807017543244075
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice080.png,1,510,431,0.7460148769967961
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice081.png,1,282,322,0.8311258264385334
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice082.png,1,140,183,0.7244582020914607
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice083.png,1,132,144,0.8260869535286705
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice084.png,1,110,98,0.7211538426867604
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice086.png,1,171,162,0.8288288263398533
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice088.png,1,32,35,0.8059701372243263
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice089.png,1,146,158,0.8157894710006925
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice090.png,1,97,98,0.7794871754898094
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice091.png,1,96,118,0.7943925196523715
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice092.png,1,60,79,0.6906474770457016
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice093.png,1,100,103,0.7684729026183601
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice095.png,1,43,54,0.7835051465618026
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice096.png,1,58,55,0.8495575146056857
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice099.png,1,63,70,0.8270676629543785
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice100.png,1,30,37,0.8059701372243263
Attention U-Net,RET_Topcon_925be035f892c77a9455bf5246918c15_slice118.png,0,0,0,
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice001.png,0,0,0,
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice011.png,0,0,0,
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice013.png,0,0,0,
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice041.png,0,0,89,
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice044.png,1,421,355,0.6984536073473536
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice045.png,1,286,221,0.6982248506938366
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice049.png,1,273,294,0.7795414448332603
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice052.png,1,741,798,0.7693307337431249
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice054.png,1,608,1005,0.711717296520944
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice055.png,1,1621,1532,0.8074849347264558
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice056.png,1,1259,1337,0.74422187952842
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice057.png,1,1816,1726,0.8605307733313013
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice058.png,1,2288,2124,0.8422484132270516
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice059.png,1,2269,2142,0.8574019494768982
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice060.png,1,1997,2103,0.8565853656447352
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice061.png,1,2190,2335,0.8362430937378468
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice062.png,1,1705,1918,0.9058791054634615
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice063.png,1,2481,2724,0.8207492793812201
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice064.png,1,3076,2921,0.9181257293783348
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice066.png,1,2693,2754,0.9333578114680818
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice068.png,1,2649,2552,0.9202076521976144
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice070.png,1,2870,2453,0.8874694719354744
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice071.png,1,1869,1730,0.8613503748648652
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice072.png,1,1868,1688,0.8402699660179218
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice075.png,1,1111,1165,0.8717047447839611
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice076.png,1,1378,1219,0.7208317286404191
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice078.png,1,673,781,0.7290233832675217
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice080.png,1,98,114,0.8679245242079032
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice081.png,1,41,49,0.8666666570370372
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice083.png,1,200,184,0.8437499978027344
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice090.png,1,53,51,0.8461538380177516
Attention U-Net,RET_Topcon_9dec9f34c1ec8f000b9dd6ff567ba95a_slice127.png,1,377,306,0.6793557823142667
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice019.png,0,0,0,
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice024.png,0,0,0,
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice026.png,0,0,0,
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice029.png,1,28,34,0.7419354719042666
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice030.png,1,29,39,0.7941176353806231
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice032.png,1,83,93,0.8295454498321282
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice033.png,1,120,114,0.8290598255168383
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice034.png,1,162,141,0.838283825616225
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice037.png,1,464,445,0.7481661187928479
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice039.png,1,919,921,0.7614158561312773
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice040.png,1,876,982,0.8450281800135002
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice041.png,1,850,855,0.814926250584351
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice042.png,1,1341,1345,0.7976501184859188
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice044.png,1,984,971,0.8324570926454791
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice045.png,1,850,956,0.8038903181300228
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice046.png,1,1235,1289,0.8112288804692617
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice047.png,1,1440,1466,0.844680448418925
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice048.png,1,1541,1608,0.8077303764505902
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice050.png,1,1489,1553,0.8407665563738066
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice053.png,1,1803,1878,0.8818991310008014
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice056.png,1,2544,2511,0.9255938163555725
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice057.png,1,2621,2784,0.867866860296
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice058.png,1,2789,2896,0.9054393718330612
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice059.png,1,2863,3024,0.9347405065054706
Attention U-Net,RET_Topcon_b234f4b5ba132fde92c5ae2f7078f978_slice060.png,1,2998,3037,0.895113292997729
