Model,Image,GT_Lesion_Pixels,Pred_Lesion_Pixels,Case_Lesion_Dice,Has_Lesion
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice021.png,3042,3340,0.815093103070586,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice022.png,3612,4419,0.8000419546066014,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice025.png,4188,4520,0.8551353081931877,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice030.png,2533,2383,0.755662551797696,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice034.png,1166,1320,0.4301030926061431,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice036.png,850,844,0.4050480766796586,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice037.png,528,629,0.6983578213497339,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice038.png,419,349,0.6692708324618869,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice039.png,269,319,0.7653061211474386,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice040.png,201,190,0.7109974406368352,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice041.png,116,46,0.0740740736168267,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_7b2607e057592d507c4ec4732bae64c2_slice048.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice013.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice017.png,59,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice019.png,363,404,0.6544980434752307,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice020.png,742,1027,0.6749576027840827,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice021.png,991,1203,0.731084776330408,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice024.png,1881,1917,0.9162717217176747,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice025.png,2075,2136,0.9418190451337404,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice026.png,1850,1847,0.9602380305760785,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice027.png,1364,1412,0.9596541783286548,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice028.png,696,707,0.9066286522404642,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_83e7b9339019b549c87830f90c560fea_slice044.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice020.png,159,127,0.4965034947674703,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice022.png,407,423,0.6361445775468137,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice023.png,660,650,0.8351145031793018,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice025.png,125,45,0.28235293951557094,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice026.png,461,527,0.7894736834114638,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice027.png,369,285,0.6513761457930028,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice029.png,138,95,0.540772529867929,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice031.png,294,252,0.5934065923197681,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice032.png,625,327,0.4810924364694407,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice033.png,596,477,0.6821994401843434,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice034.png,496,410,0.6666666659308315,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice035.png,656,504,0.6879310338897145,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice036.png,685,710,0.5849462361398234,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice038.png,869,802,0.6846199876214123,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice039.png,658,400,0.5463137991055634,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice040.png,322,391,0.5834502095603784,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice041.png,486,437,0.613217767482971,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice042.png,768,795,0.6423544461661199,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice044.png,976,975,0.7924141461853336,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice045.png,882,729,0.6778398506034513,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice046.png,909,913,0.7288693739139026,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8844486c9f1b8952d0988d0acbea86c8_slice048.png,592,510,0.6715063514777618,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice001.png,1425,1634,0.8394900291469467,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice002.png,1188,1545,0.7369191362104212,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice003.png,1031,1128,0.7966651223730129,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice004.png,1363,1555,0.7909527070627305,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice005.png,1734,1973,0.8319395735549124,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice006.png,1313,1566,0.8072247305289251,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice007.png,1050,1276,0.7635425620105148,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice008.png,1435,1373,0.8668091165004241,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice010.png,687,659,0.8870728076619072,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice013.png,371,368,0.8389715820852888,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice015.png,277,199,0.5798319315549749,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice016.png,343,306,0.7457627107153117,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice017.png,234,162,0.6010100994923987,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice018.png,480,474,0.7295597476629353,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice020.png,803,706,0.3763888886275077,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice022.png,742,917,0.8149067987140644,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice023.png,1294,1567,0.8178879669237263,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice024.png,1281,930,0.4276479361374202,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice025.png,1011,904,0.4561500273269994,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice026.png,380,181,0.28599999942800003,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_88bab0b300b19bdac3dc431cb3507a2a_slice037.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice003.png,43,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice004.png,45,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice005.png,93,158,0.7330677261630768,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice006.png,410,551,0.8407908419970959,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice007.png,888,859,0.919290211265432,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice008.png,1131,1187,0.931837790797309,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice009.png,1351,1395,0.9490167512931477,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice010.png,1397,1494,0.9228640605593691,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice011.png,1438,1557,0.9308848077025427,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice013.png,1480,1703,0.8257758997936052,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice014.png,1536,1708,0.8596149044753681,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice015.png,1939,1903,0.6197057408566756,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice017.png,2139,1918,0.4454844420831054,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice018.png,2022,1821,0.29117751682021237,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice019.png,2230,2182,0.7892884352350876,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice021.png,1600,1845,0.7812684667417965,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice022.png,1673,1650,0.7908353604173284,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice023.png,1413,1301,0.641972024599765,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice024.png,1965,1687,0.6573100279430879,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice025.png,1736,2077,0.7876912329556376,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice029.png,1271,1067,0.37897310494915737,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice030.png,1187,1168,0.384855233681579,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice031.png,1020,1393,0.6222349340349815,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice033.png,989,1033,0.8321608028184102,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice034.png,615,751,0.7407796438824317,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice035.png,446,628,0.6243691466654191,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice036.png,114,91,0.3529411741637832,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice038.png,32,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice039.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice040.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice043.png,0,13,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice045.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice047.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_8945696b67c38140f30e99c0050aa925_slice048.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice002.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice005.png,28,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice006.png,184,209,0.2964169371452217,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice009.png,434,460,0.42586021433943516,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice011.png,592,673,0.5437980469151473,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice013.png,866,1096,0.727077094729409,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice014.png,920,885,0.6641630548101198,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice016.png,1358,1443,0.777534609866861,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice017.png,1258,1232,0.6779126031095211,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice018.png,1696,1780,0.7290699007563283,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice019.png,2785,3022,0.8648346524048278,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice020.png,3238,3289,0.8758939568096318,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice023.png,2510,2888,0.8173165722822405,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice024.png,2694,3179,0.8137475505519225,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice025.png,2131,2566,0.8094796852948799,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice026.png,2184,2548,0.7475988582161235,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice027.png,2111,2263,0.6945458013732141,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice030.png,1195,1463,0.7087772375264692,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice033.png,338,320,0.482369857077527,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice034.png,178,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice035.png,45,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_92a92b80b8a4c48dc4775dd60819cf3b_slice041.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice000.png,56,84,0.7857142801020409,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice002.png,85,62,0.40816326252950164,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice005.png,259,258,0.7040618941894354,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice007.png,418,525,0.7698833501910038,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice008.png,464,393,0.7654609092585054,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice009.png,183,207,0.49230769104536487,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice010.png,446,240,0.4752186581993897,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice011.png,609,542,0.766290181784283,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice012.png,440,592,0.7112403093883329,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice013.png,561,585,0.7120418841954259,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice015.png,135,89,0.6249999972098215,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice016.png,22,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice017.png,261,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice018.png,135,6,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice019.png,210,168,0.5608465593628398,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice020.png,292,140,0.481481480366941,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice021.png,393,306,0.7038626599372494,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice022.png,472,441,0.7820372390120074,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice023.png,206,203,0.8361858170264406,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice024.png,96,79,0.6857142817959184,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_af3868172d16615c9556cacabcc80d66_slice028.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice005.png,10,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice007.png,16,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice008.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice012.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice013.png,19,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice015.png,17,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice016.png,47,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice017.png,84,135,0.4840182626300536,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice018.png,161,113,0.5693430636155362,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice019.png,195,164,0.3565459600096213,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice020.png,219,175,0.5380710646241851,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice021.png,303,246,0.5100182140072528,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice022.png,57,141,0.31313131154984186,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice023.png,210,267,0.6792452815948736,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice025.png,62,197,0.30888030768772085,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice026.png,193,274,0.6338329750881521,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice027.png,192,182,0.5401069504275215,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice029.png,42,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice030.png,35,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice031.png,34,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice032.png,21,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice033.png,89,28,0.3931623898020309,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice035.png,41,16,0.49122806155740245,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice036.png,114,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice037.png,84,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice039.png,76,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_bd14b46237f99db413f29d4797f246e1_slice041.png,56,0,0.0,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice002.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice007.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice013.png,484,348,0.4795901836246269,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice014.png,1124,1283,0.8469864780583864,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice016.png,2262,2446,0.8233349367388006,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice018.png,3103,3311,0.8656559199616704,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice019.png,3685,3914,0.858951062795278,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice022.png,4667,4912,0.8961717289239121,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice023.png,4698,4940,0.8639175673859815,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice024.png,4578,4735,0.8780351599361748,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice025.png,4583,4851,0.8203789664281644,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice026.png,4750,4568,0.8305434123310614,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice028.png,4227,4430,0.8798553360550126,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice029.png,4011,4210,0.89523685698092,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice031.png,2611,2797,0.8381298874357953,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice035.png,980,1082,0.8541282334996618,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice037.png,139,37,0.3749999978693182,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice038.png,0,1,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_be0a143d6181d7f4f366fe2c0cc23075_slice047.png,0,0,,0
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice022.png,243,303,0.7252747239463833,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice023.png,734,727,0.8459958926447666,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice024.png,1350,1401,0.8469647397866359,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice025.png,1797,1650,0.8529155785167057,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice026.png,1916,2315,0.817300874304585,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice027.png,2098,2211,0.7820840100296857,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice029.png,1465,1478,0.7787971455049959,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice030.png,1188,1274,0.6839967503314393,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice031.png,750,741,0.6438631786426136,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice032.png,625,512,0.642040456779208,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice034.png,577,653,0.569105690594223,1
nnU-Net + SDA/SASC (Ours),RET_Spectralis_c7e339f972f58b5388fbeb13adc670eb_slice035.png,479,468,0.7708553318153587,1
